,date,home_team,score,away_team
433,16-09-2022,Hatayspor,0 - 4,Kayserispor
434,01-10-2022,Kayserispor,1 - 2,Trabzonspor
435,09-10-2022,Ümraniyespor,2 - 2,Kayserispor
436,15-10-2022,Kayserispor,2 - 1,Galatasaray
437,23-10-2022,Kasimpasa,0 - 1,Kayserispor
438,30-10-2022,Kayserispor,2 - 2,Adana Demirspor
439,06-11-2022,Gaziantep BBK,1 - 2,Kayserispor
440,13-11-2022,Kayserispor,1 - 2,Konyaspor
441,28-12-2022,Alanyaspor,3 - 1,Kayserispor
442,04-01-2023,Kayserispor,2 - 4,Fatih Karagümrük
443,08-01-2023,Ankaragucu,2 - 1,Kayserispor
444,13-01-2023,Kayserispor,4 - 1,Sivasspor
445,22-01-2023,Kayserispor,0 - 2,Besiktas
446,29-01-2023,İstanbulspor,2 - 4,Kayserispor
447,02-02-2023,Kayserispor,1 - 0,Buyuksehyr
