,date,home_team,score,away_team
347,10-09-2022,Sampdoria,1 - 2,Milan
348,18-09-2022,Milan,1 - 2,Napoli
349,01-10-2022,Empoli,1 - 3,Milan
350,08-10-2022,Milan,2 - 0,Juventus
351,16-10-2022,Verona,1 - 2,Milan
352,22-10-2022,Milan,4 - 1,Monza
353,30-10-2022,Torino,2 - 1,Milan
354,05-11-2022,Milan,2 - 1,Spezia
355,08-11-2022,Cremonese,0 - 0,Milan
356,13-11-2022,Milan,2 - 1,Fiorentina
357,04-01-2023,Salernitana,1 - 2,Milan
358,08-01-2023,Milan,2 - 2,Roma
359,14-01-2023,Lecce,2 - 2,Milan
360,24-01-2023,Lazio,4 - 0,Milan
361,29-01-2023,Milan,2 - 5,Sassuolo
362,05-02-2023,Inter,1 - 0,Milan
363,10-02-2023,Milan,1 - 0,Torino
364,18-02-2023,Monza,0 - 1,Milan
365,26-02-2023,Milan,2 - 0,Atalanta
366,04-03-2023,Fiorentina,2 - 1,Milan
367,13-03-2023,Milan,1 - 1,Salernitana
368,18-03-2023,Udinese,3 - 1,Milan
369,02-04-2023,Napoli,0 - 4,Milan
370,07-04-2023,Milan,0 - 0,Empoli
371,15-04-2023,Bologna,1 - 1,Milan
372,23-04-2023,Milan,2 - 0,Lecce
373,29-04-2023,Roma,1 - 1,Milan
374,03-05-2023,Milan,1 - 1,Cremonese
375,06-05-2023,Milan,2 - 0,Lazio
376,13-05-2023,Spezia,2 - 0,Milan
377,20-05-2023,Milan,5 - 1,Sampdoria
378,28-05-2023,Juventus,0 - 1,Milan
379,04-06-2023,Milan,3 - 1,Verona
380,13-08-2022,Monza,1 - 2,Torino
381,21-08-2022,Napoli,4 - 0,Monza
382,26-08-2022,Monza,1 - 2,Udinese
383,30-08-2022,Roma,3 - 0,Monza
384,05-09-2022,Monza,0 - 2,Atalanta
385,11-09-2022,Lecce,1 - 1,Monza
386,18-09-2022,Monza,1 - 0,Juventus
387,02-10-2022,Sampdoria,0 - 3,Monza
388,09-10-2022,Monza,2 - 0,Spezia
389,15-10-2022,Empoli,1 - 0,Monza
